,time,year,month,day,latitude,longitude,mag,depth,Pais,PERIOD,MAG_SEG,NewDate,NewMonth,cluster_label,acum_day,ill_frac,r/km,dec,ra/h,ra/°,ill_frac_interpolated,r/km_interpolated,dec_interpolated,td_acc,td_acc_interpolated,ra/°_interpolated,ra/h_interpolated,DEC_SEG,DEC_INTERPOLATED_SEG,DEPTH_SEG,ACUM_DAY_SEG,LATITUDE_SEG,LONGITUDE_SEG,ILL_FRAC_SEG,ILL_FRAC_INTERPOLATED_SEG,RA/°_SEG,RA/H_SEG,R/KM_SEG,R/KM_INTERPOLATED_SEG,TD_ACC_INTERPOLATED_SEG,TD_ACC_SEG,RA/H_INTERPOLATED_SEG,RA/°_INTERPOLATED_SEG,week
174451,26/02/2011 16:03,2011,2,26,-16.021,-176.453,4.8,364.1,Wallis and Futuna,"[2008, 2013)",1,21/02/2011 16:03,2,3,57,39.3131144,384873.8052,-23.98388206,17.23425384,258.5138076,32.75101317,388099.9241,-23.48947064,0.659,0.740604444,267.9224234,17.86149489,0,0,5,1,3,0,7,6,17,5,14,16,7,6,5,17,1
174452,26/02/2011 17:17,2011,2,26,-9.228,-109.61,5.4,10,No_Country,"[2008, 2013)",3,21/02/2011 17:17,2,17,57,39.3131144,384873.8052,-23.98388206,17.23425384,258.5138076,32.24232315,388350.0109,-23.45114418,0.659,0.74693037,268.6517735,17.91011823,0,0,0,1,3,1,7,6,17,5,14,16,7,6,5,17,1
174453,26/02/2011 17:18,2011,2,26,36.13,137.486,4.9,6.6,Japan,"[2008, 2013)",1,21/02/2011 17:18,2,5,57,39.3131144,384873.8052,-23.98388206,17.23425384,258.5138076,32.23471551,388353.751,-23.45057099,0.659,0.747024977,268.6626812,17.91084541,0,0,0,1,6,7,7,6,17,5,14,16,7,6,5,17,1
174454,26/02/2011 17:20,2011,2,26,38.092,143.474,4.8,7.4,Japan,"[2008, 2013)",1,21/02/2011 17:20,2,5,57,39.3131144,384873.8052,-23.98388206,17.23425384,258.5138076,32.22733496,388357.3795,-23.45001491,0.659,0.747116759,268.6732633,17.91155088,0,0,0,1,6,7,7,6,17,5,14,16,7,6,5,17,1
174455,26/02/2011 19:24,2011,2,26,-54.655,-119.305,5.4,10,No_Country,"[2008, 2013)",3,21/02/2011 19:24,2,26,57,39.3131144,384873.8052,-23.98388206,17.23425384,258.5138076,31.38072943,388773.5953,-23.38622872,0.659,0.757644907,269.8871102,17.99247401,0,0,0,1,0,1,7,6,17,5,14,16,7,6,5,17,1
174456,26/02/2011 20:38,2011,2,26,36.121,137.353,5.1,3.4,Japan,"[2008, 2013)",2,21/02/2011 20:38,2,5,57,39.3131144,384873.8052,-23.98388206,17.23425384,258.5138076,30.87862513,389020.4443,-23.34839845,0.659,0.763888935,270.6070177,18.04046785,0,0,0,1,6,7,7,6,17,5,14,16,7,6,6,18,1
174457,26/02/2011 22:19,2011,2,26,7.959,-38.846,4.8,10,No_Country,"[2008, 2013)",1,21/02/2011 22:19,2,55,57,39.3131144,384873.8052,-23.98388206,17.23425384,258.5138076,30.18610271,389360.9083,-23.29622141,0.659,0.772500949,271.5999432,18.10666288,0,0,0,1,4,3,7,6,17,5,14,16,7,6,6,18,1
174462,27/02/2011 10:12,2011,2,27,47.279,153.897,4.8,53.4,No_Country,"[2008, 2013)",1,22/02/2011 10:12,2,46,58,29.50266405,389696.9066,-23.24472878,18.17198964,272.5798446,25.79110144,391511.9388,-22.43316889,0.781,0.851149826,278.3128681,18.55419121,0,0,2,1,6,7,5,5,18,6,16,17,8,7,6,18,1
174464,27/02/2011 11:45,2011,2,27,-20.261,-69.082,4.9,108.1,Chile,"[2008, 2013)",1,22/02/2011 11:45,2,6,58,29.50266405,389696.9066,-23.24472878,18.17198964,272.5798446,25.22264117,391789.9278,-22.30887096,0.781,0.861893924,279.1909339,18.61272893,0,0,3,1,2,2,5,5,18,6,16,17,8,7,6,18,1
174468,28/02/2011 01:29,2011,2,28,-37.36,-73.695,5.8,31.5,Chile,"[2008, 2013)",4,23/02/2011 01:29,2,37,59,20.77266625,393966.0592,-21.3358519,19.07096918,286.0645378,20.31325746,394192.557,-21.15672873,0.946,0.956990799,286.8604147,19.12402765,0,0,1,1,1,2,4,4,19,6,18,19,9,9,6,19,1
174469,28/02/2011 01:32,2011,2,28,-23.589,-68.41,5,138.8,Chile,"[2008, 2013)",1,23/02/2011 01:32,2,6,59,20.77266625,393966.0592,-21.3358519,19.07096918,286.0645378,20.29673073,394200.705,-21.15028497,0.946,0.957386181,286.8890455,19.12593637,0,0,3,1,2,2,4,4,19,6,18,19,9,9,6,19,1
174470,28/02/2011 02:03,2011,2,28,-17.703,-173.807,5,13.1,Tonga,"[2008, 2013)",1,23/02/2011 02:03,2,3,59,20.77266625,393966.0592,-21.3358519,19.07096918,286.0645378,20.13951273,394278.2167,-21.08898578,0.946,0.961147431,287.161409,19.14409393,0,0,0,1,3,0,4,4,19,6,18,19,9,9,6,19,1
174471,28/02/2011 02:03,2011,2,28,32.356,142.384,5.1,26.5,Japan region,"[2008, 2013)",2,23/02/2011 02:03,2,5,59,20.77266625,393966.0592,-21.3358519,19.07096918,286.0645378,20.13848517,394278.7233,-21.08858513,0.946,0.961172014,287.1631892,19.14421261,0,0,1,1,6,7,4,4,19,6,18,19,9,9,6,19,1
174472,28/02/2011 02:24,2011,2,28,-15.138,-176.511,5.2,10,Wallis and Futuna,"[2008, 2013)",2,23/02/2011 02:24,2,3,59,20.77266625,393966.0592,-21.3358519,19.07096918,286.0645378,20.03067609,394331.8753,-21.04655045,0.946,0.963751215,287.3499569,19.15666379,0,0,0,1,3,0,4,4,19,6,18,19,9,9,6,19,1
174475,28/02/2011 07:49,2011,2,28,34.98,25.42,5.7,53,Greece,"[2008, 2013)",4,23/02/2011 07:49,2,16,59,20.77266625,393966.0592,-21.3358519,19.07096918,286.0645378,18.36241848,395154.36,-20.39609795,0.946,1.003662257,290.2400361,19.34933574,0,0,2,1,6,4,4,3,19,6,18,19,10,9,6,19,1
174476,28/02/2011 09:13,2011,2,28,-20.105,67.398,5.1,10,No_Country,"[2008, 2013)",2,23/02/2011 09:13,2,29,59,20.77266625,393966.0592,-21.3358519,19.07096918,286.0645378,17.92775696,395368.6569,-20.22662373,0.946,1.014061007,290.993041,19.39953607,0,0,0,1,2,5,4,3,19,6,18,19,10,9,6,19,1
174480,28/02/2011 10:27,2011,2,28,-36.692,-73.422,4.8,35,Chile,"[2008, 2013)",1,23/02/2011 10:27,2,37,59,20.77266625,393966.0592,-21.3358519,19.07096918,286.0645378,17.54986861,395554.9634,-20.07928532,0.946,1.023101528,291.6476925,19.4431795,0,0,1,1,1,2,4,3,19,6,18,19,10,9,6,19,1
174481,28/02/2011 11:04,2011,2,28,-59.233,-17.012,5.6,10,No_Country,"[2008, 2013)",3,23/02/2011 11:04,2,11,59,20.77266625,393966.0592,-21.3358519,19.07096918,286.0645378,17.35976842,395648.6867,-20.00516539,0.946,1.027649444,291.9770209,19.46513473,0,0,0,1,0,3,4,3,19,6,18,19,10,9,6,19,1
174482,28/02/2011 12:57,2011,2,28,-59.077,-16.85,5.1,10,No_Country,"[2008, 2013)",2,23/02/2011 12:57,2,11,59,20.77266625,393966.0592,-21.3358519,19.07096918,286.0645378,16.77927779,395934.8803,-19.77883249,0.946,1.041536979,292.9826593,19.53217728,0,0,0,1,0,3,4,3,19,6,18,19,10,9,6,19,1
174483,28/02/2011 13:05,2011,2,28,46.216,152.142,5.1,28.3,No_Country,"[2008, 2013)",2,23/02/2011 13:05,2,46,59,20.77266625,393966.0592,-21.3358519,19.07096918,286.0645378,16.73706185,395955.6936,-19.76237253,0.946,1.042546944,293.0557939,19.53705293,0,0,1,1,6,7,4,3,19,6,18,19,10,9,6,19,1
174485,28/02/2011 20:45,2011,2,28,-20.387,-68.898,5.2,104,Chile,"[2008, 2013)",2,23/02/2011 20:45,2,6,59,20.77266625,393966.0592,-21.3358519,19.07096918,286.0645378,14.37236961,397121.5345,-18.84038065,0.946,1.09911934,297.1523721,19.81015814,0,0,3,1,2,2,4,2,19,6,18,20,10,9,6,19,1
174486,28/02/2011 23:10,2011,2,28,3.973,95.958,5,63.2,Indonesia,"[2008, 2013)",1,23/02/2011 23:10,2,41,59,20.77266625,393966.0592,-21.3358519,19.07096918,286.0645378,13.6288381,397488.1106,-18.55047823,0.946,1.116907431,298.4404615,19.89603077,0,0,2,1,4,6,4,2,19,6,18,20,11,9,6,19,1
174487,28/02/2011 23:42,2011,2,28,-29.474,-112.061,5.5,9.8,No_Country,"[2008, 2013)",3,23/02/2011 23:42,2,17,59,20.77266625,393966.0592,-21.3358519,19.07096918,286.0645378,13.4651978,397568.7885,-18.48667499,0.946,1.120822326,298.723951,19.91493007,0,0,0,1,1,1,4,2,19,6,18,20,11,9,6,19,1
174488,01/03/2011 00:53,2011,3,1,-29.701,-111.981,6,10,No_Country,"[2008, 2013)",5,24/02/2011 00:53,2,17,60,13.37417235,397613.6659,-18.45118423,19.92544286,298.8816429,13.1548267,397726.1422,-18.31488193,1.123,1.128974074,299.3358665,19.95572443,0,0,0,1,1,1,2,2,19,6,20,20,11,11,6,19,1
174489,01/03/2011 03:46,2011,3,1,-5.614,-11.369,5.2,10,No_Country,"[2008, 2013)",2,24/02/2011 03:46,2,15,60,13.37417235,397613.6659,-18.45118423,19.92544286,298.8816429,12.45021448,398087.4539,-17.87703296,1.123,1.148164815,300.7949857,20.05299905,0,1,0,1,3,3,2,2,19,6,20,21,11,11,6,20,1
174495,01/03/2011 12:49,2011,3,1,51.02,179.595,5.4,30.1,Alaska,"[2008, 2013)",3,24/02/2011 12:49,2,21,60,13.37417235,397613.6659,-18.45118423,19.92544286,298.8816429,10.23302835,399224.3847,-16.49926427,1.123,1.208551852,305.3863609,20.35909072,0,1,1,1,7,7,2,2,19,6,20,21,12,11,6,20,1
174496,01/03/2011 14:05,2011,3,1,12.025,142.209,4.9,46.4,No_Country,"[2008, 2013)",1,24/02/2011 14:05,2,25,60,13.37417235,397613.6659,-18.45118423,19.92544286,298.8816429,9.922911939,399383.4065,-16.30655665,1.123,1.216998148,306.0285536,20.40190357,0,1,2,1,4,7,2,1,19,6,20,21,12,11,6,20,1
174502,01/03/2011 23:26,2011,3,1,24.797,125.141,4.9,29.2,Japan,"[2008, 2013)",1,24/02/2011 23:26,2,10,60,13.37417235,397613.6659,-18.45118423,19.92544286,298.8816429,7.634333081,400556.9461,-14.88442422,1.123,1.27932963,310.7677696,20.71785131,0,1,1,1,5,6,2,1,19,6,20,22,12,11,6,20,1
174504,02/03/2011 01:18,2011,3,2,39.034,75.332,4.8,43.3,China,"[2008, 2013)",1,25/02/2011 01:18,2,4,61,7.49957081,400626.0497,-14.80068238,20.73645579,311.0468369,7.269656276,400756.6749,-14.57065392,1.283,1.289227778,311.6808677,20.77872451,1,1,2,2,6,5,1,1,20,6,22,22,12,12,6,20,1
174505,02/03/2011 05:59,2011,3,2,44.468,148.976,4.9,41.9,Russia,"[2008, 2013)",1,25/02/2011 05:59,2,46,61,7.49957081,400626.0497,-14.80068238,20.73645579,311.0468369,6.447809238,401223.6049,-13.74839964,1.283,1.311489444,313.947259,20.92981727,1,1,2,2,6,7,1,1,20,6,22,22,13,12,6,20,1
174511,02/03/2011 17:17,2011,3,2,-16.003,166.782,4.9,25.5,Vanuatu,"[2008, 2013)",1,25/02/2011 17:17,2,33,61,7.49957081,400626.0497,-14.80068238,20.73645579,311.0468369,4.46810871,402348.3659,-11.76771814,1.283,1.365114306,319.4066402,21.29377601,1,1,1,2,3,7,1,0,20,6,22,23,13,12,7,21,1
174512,02/03/2011 18:50,2011,3,2,8.596,-76.855,5.7,44.2,Colombia,"[2008, 2013)",4,25/02/2011 18:50,2,28,61,7.49957081,400626.0497,-14.80068238,20.73645579,311.0468369,4.194598093,402503.7601,-11.49407199,1.283,1.372522986,320.160895,21.34405967,1,1,2,2,4,2,1,0,20,6,22,23,13,12,7,21,1
174513,02/03/2011 22:30,2011,3,2,-5.681,149.274,4.9,158.7,Papua New Guinea,"[2008, 2013)",1,25/02/2011 22:30,2,2,61,7.49957081,400626.0497,-14.80068238,20.73645579,311.0468369,3.552931959,402868.3208,-10.8520879,1.283,1.389904028,321.9304051,21.462027,1,1,3,2,3,7,1,0,20,6,22,23,13,12,7,21,1
174514,02/03/2011 22:44,2011,3,2,-63.865,171.856,5,10,No_Country,"[2008, 2013)",1,25/02/2011 22:44,2,53,61,7.49957081,400626.0497,-14.80068238,20.73645579,311.0468369,3.510748487,402892.2872,-10.80988353,1.283,1.391046667,322.0467336,21.46978224,1,1,0,2,0,7,1,0,20,6,22,23,13,12,7,21,1
174518,03/03/2011 04:30,2011,3,3,-4.424,101.123,5.1,19.5,Indonesia,"[2008, 2013)",2,26/02/2011 04:30,2,7,62,3.29096578,403017.1561,-10.58999191,21.51018827,322.652824,2.831319356,403352.5622,-9.730733107,1.397,1.407134375,324.7522987,21.65015325,1,1,0,2,3,6,0,0,21,7,23,23,14,13,7,21,1
174521,03/03/2011 07:58,2011,3,3,-37.337,-73.855,5.2,18,Chile,"[2008, 2013)",2,26/02/2011 07:58,2,37,62,3.29096578,403017.1561,-10.58999191,21.51018827,322.652824,2.47647175,403611.4961,-9.067384249,1.397,1.414958125,326.3730957,21.75820638,1,1,0,2,1,2,0,0,21,7,23,23,14,13,7,21,1
174522,03/03/2011 08:12,2011,3,3,-6.366,130.105,5,164.5,No_Country,"[2008, 2013)",1,26/02/2011 08:12,2,34,62,3.29096578,403017.1561,-10.58999191,21.51018827,322.652824,2.453822506,403628.0234,-9.02504396,1.397,1.4154575,326.4765481,21.76510321,1,1,3,2,3,6,0,0,21,7,23,23,14,13,7,21,1
174524,03/03/2011 09:27,2011,3,3,9.389,126.119,4.8,39.2,Philippines,"[2008, 2013)",1,26/02/2011 09:27,2,13,62,3.29096578,403017.1561,-10.58999191,21.51018827,322.652824,2.325524035,403721.6434,-8.785203975,1.397,1.41828625,327.0625624,21.80417083,1,2,1,2,4,6,0,0,21,7,23,23,14,13,7,21,1
174526,03/03/2011 11:52,2011,3,3,46.973,150.925,5.4,180.4,No_Country,"[2008, 2013)",3,26/02/2011 11:52,2,46,62,3.29096578,403017.1561,-10.58999191,21.51018827,322.652824,2.078933579,403901.5816,-8.32423004,1.397,1.423723125,328.1888856,21.87925904,1,2,3,2,6,7,0,0,21,7,23,23,14,13,7,21,1
174527,03/03/2011 12:52,2011,3,3,4.954,126.568,5.4,89.8,Philippines,"[2008, 2013)",3,26/02/2011 12:52,2,45,62,3.29096578,403017.1561,-10.58999191,21.51018827,322.652824,1.977649788,403975.4888,-8.134891051,1.397,1.42595625,328.651508,21.91010054,1,2,2,2,4,6,0,0,21,7,23,23,14,13,7,21,1
174528,03/03/2011 15:12,2011,3,3,9.457,125.935,5.5,49.7,Philippines,"[2008, 2013)",3,26/02/2011 15:12,2,13,62,3.29096578,403017.1561,-10.58999191,21.51018827,322.652824,1.739790205,404149.056,-7.690238529,1.397,1.431200625,329.7379522,21.98253015,1,2,2,2,4,6,0,0,21,7,23,24,14,13,7,21,1
174531,04/03/2011 02:33,2011,3,4,85.589,86.739,4.8,10,No_Country,"[2008, 2013)",1,27/02/2011 02:33,2,44,63,0.841785946,404804.3338,-6.011517609,22.2559776,333.8396641,0.772818652,404930.7782,-5.502706255,1.451,1.44918588,335.0062256,22.33374838,2,2,0,2,7,5,0,0,22,7,24,24,14,14,7,22,2
174533,04/03/2011 04:07,2011,3,4,-8.933,157.236,5.6,10,Solomon Islands,"[2008, 2013)",3,27/02/2011 04:07,2,2,63,0.841785946,404804.3338,-6.011517609,22.2559776,333.8396641,0.730570575,405008.2357,-5.191017911,1.451,1.448074583,335.7208395,22.3813893,2,2,0,2,3,7,0,0,22,7,24,25,14,14,7,22,2
174539,04/03/2011 10:55,2011,3,4,52.779,160.818,4.8,47.7,Russia,"[2008, 2013)",1,27/02/2011 10:55,2,32,63,0.841785946,404804.3338,-6.011517609,22.2559776,333.8396641,0.547620241,405343.6563,-3.841288183,1.451,1.443262245,338.8153908,22.58769272,2,2,2,2,7,7,0,0,22,7,24,25,14,14,7,22,2
174541,04/03/2011 12:32,2011,3,4,-49.644,164.004,5.1,10,New Zealand region,"[2008, 2013)",2,27/02/2011 12:32,2,53,63,0.841785946,404804.3338,-6.011517609,22.2559776,333.8396641,0.504100532,405423.4452,-3.520218285,1.451,1.4421175,339.5515139,22.63676759,2,2,0,2,1,7,0,0,22,7,24,25,14,14,7,22,2
174542,04/03/2011 14:52,2011,3,4,-6.998,155.775,5.2,46.7,Papua New Guinea,"[2008, 2013)",2,27/02/2011 14:52,2,2,63,0.841785946,404804.3338,-6.011517609,22.2559776,333.8396641,0.441266989,405538.644,-3.056659134,1.451,1.440464722,340.6143248,22.70762166,2,2,2,2,3,7,0,0,22,7,24,25,14,14,7,22,2
174543,04/03/2011 15:46,2011,3,4,-49.543,163.788,5.3,10,New Zealand region,"[2008, 2013)",2,27/02/2011 15:46,2,53,63,0.841785946,404804.3338,-6.011517609,22.2559776,333.8396641,0.417120956,405582.9133,-2.878519974,1.451,1.439829583,341.0227479,22.73484986,2,3,0,2,1,7,0,0,22,7,24,25,14,14,7,22,2
174549,05/03/2011 00:31,2011,3,5,52.797,160.692,4.9,50.4,Russia,"[2008, 2013)",1,28/02/2011 00:31,2,32,64,0.195498073,405989.236,-1.243480625,22.98476227,344.771434,0.220413466,406001.3099,-1.139639192,1.434,1.432200706,345.0066379,23.00044252,3,3,2,2,7,7,0,0,22,7,25,26,14,14,7,23,2
174550,05/03/2011 00:35,2011,3,5,52.753,160.743,5.2,45.8,Russia,"[2008, 2013)",2,28/02/2011 00:35,2,32,64,0.195498073,405989.236,-1.243480625,22.98476227,344.771434,0.223898694,406002.9988,-1.125113588,1.434,1.431949016,345.0395388,23.00263592,3,3,2,2,7,7,0,0,22,7,25,26,14,14,7,23,2
174555,05/03/2011 09:38,2011,3,5,-20.204,-69.01,4.8,100.9,Chile,"[2008, 2013)",1,28/02/2011 09:38,2,6,64,0.195498073,405989.236,-1.243480625,22.98476227,344.771434,0.657490374,406213.1159,0.681993475,1.434,1.40063669,349.132688,23.27551253,3,3,3,2,2,2,0,0,22,7,25,26,14,14,7,23,2
174556,05/03/2011 11:24,2011,3,5,30.019,51.156,5.3,10,Iran,"[2008, 2013)",2,28/02/2011 11:24,2,35,64,0.195498073,405989.236,-1.243480625,22.98476227,344.771434,0.742000512,406254.0693,1.034211643,1.434,1.394533692,349.9304722,23.32869815,3,3,0,2,6,5,0,0,22,7,25,26,13,14,7,23,2
174557,05/03/2011 14:07,2011,3,5,52.836,160.694,4.8,35,Russia,"[2008, 2013)",1,28/02/2011 14:07,2,32,64,0.195498073,405989.236,-1.243480625,22.98476227,344.771434,0.871964946,406317.0496,1.575872511,1.434,1.38514816,351.1573496,23.41048997,3,3,1,2,7,7,0,0,22,7,25,26,13,14,7,23,2
174560,05/03/2011 17:01,2011,3,5,-13.836,-111.578,5,10,No_Country,"[2008, 2013)",1,28/02/2011 17:01,2,17,64,0.195498073,405989.236,-1.243480625,22.98476227,344.771434,1.010562636,406384.2136,2.153514741,1.434,1.375139167,352.4657258,23.49771505,3,3,0,2,3,1,0,0,22,7,25,26,13,14,7,23,2
174562,05/03/2011 18:40,2011,3,5,-5.439,151.812,4.8,44.9,Papua New Guinea,"[2008, 2013)",1,28/02/2011 18:40,2,2,64,0.195498073,405989.236,-1.243480625,22.98476227,344.771434,1.089884839,406422.6528,2.484110827,1.434,1.369410822,353.2145354,23.54763569,3,3,2,2,3,7,0,0,22,7,25,26,13,14,7,23,2
174563,05/03/2011 20:42,2011,3,5,28.298,57.14,5.2,19.3,Iran,"[2008, 2013)",2,28/02/2011 20:42,2,35,64,0.195498073,405989.236,-1.243480625,22.98476227,344.771434,1.187497839,406469.9558,2.890938611,1.434,1.362361586,354.136012,23.60906746,3,3,0,2,6,5,0,0,22,7,25,26,13,14,7,23,2
174565,06/03/2011 01:44,2011,3,6,-23.057,170.454,5.2,50,No_Country,"[2008, 2013)",2,01/03/2011 01:44,3,19,65,1.344825306,406546.1961,3.5466421,23.70807994,355.6211991,1.553713628,406537.0395,3.882923538,1.351,1.341020556,330.3790312,22.02526875,4,4,2,2,2,7,0,0,23,7,27,27,13,13,7,22,2
174566,06/03/2011 03:43,2011,3,6,-42.362,173.897,4.8,12,New Zealand,"[2008, 2013)",1,01/03/2011 03:43,3,14,65,1.344825306,406546.1961,3.5466421,23.70807994,355.6211991,1.793226422,406526.5404,4.268506159,1.351,1.329578056,301.4361869,20.09574579,4,4,0,2,1,7,0,0,23,7,27,27,13,13,6,20,2
174569,06/03/2011 07:13,2011,3,6,27.013,143.663,4.9,10,Japan region,"[2008, 2013)",1,01/03/2011 07:13,3,5,65,1.344825306,406546.1961,3.5466421,23.70807994,355.6211991,2.214212617,406508.0864,4.94623597,1.351,1.309465833,250.5640072,16.70426714,4,4,0,2,5,7,0,0,23,7,27,27,13,13,5,16,2
174570,06/03/2011 07:47,2011,3,6,26.995,143.759,4.8,10,Japan region,"[2008, 2013)",1,01/03/2011 07:47,3,5,65,1.344825306,406546.1961,3.5466421,23.70807994,355.6211991,2.281914098,406505.1187,5.055226032,1.351,1.306231458,242.3829268,16.15886179,4,4,0,2,5,7,0,0,23,7,27,27,13,13,5,16,2
174573,06/03/2011 10:52,2011,3,6,26.901,143.567,4.8,10,Japan region,"[2008, 2013)",1,01/03/2011 10:52,3,5,65,1.344825306,406546.1961,3.5466421,23.70807994,355.6211991,2.65442269,406488.7897,5.654913576,1.351,1.288435208,197.3688046,13.15792031,4,4,0,2,5,7,0,0,23,7,27,26,12,13,4,13,2
174579,06/03/2011 12:31,2011,3,6,-18.021,-69.362,6.3,118,Peru,"[2008, 2013)",5,01/03/2011 12:31,3,6,65,1.344825306,406546.1961,3.5466421,23.70807994,355.6211991,2.853281163,406480.0728,5.975048338,1.351,1.278934931,173.3386486,11.55590991,4,4,3,2,2,2,0,0,23,7,27,26,12,13,3,11,2
174580,06/03/2011 13:09,2011,3,6,52.85,160.617,4.9,54.1,Russia,"[2008, 2013)",1,01/03/2011 13:09,3,32,65,1.344825306,406546.1961,3.5466421,23.70807994,355.6211991,2.928638762,406476.7694,6.096363696,1.351,1.275334792,164.2323991,10.94882661,4,4,2,2,7,7,0,0,23,7,27,26,12,13,3,10,2
